step,description,value
token_6_dim_72,Dimension 72,0.1061311885714531
token_6_dim_73,Dimension 73,-0.10344894975423813
token_6_dim_74,Dimension 74,0.11195454001426697
token_6_dim_75,Dimension 75,0.09910622239112854
token_6_dim_76,Dimension 76,-0.12471263110637665
token_6_dim_77,Dimension 77,-0.11506006866693497
token_6_dim_78,Dimension 78,-0.2398396134376526
token_6_dim_79,Dimension 79,0.019541127607226372
token_6_dim_80,Dimension 80,-0.11035137623548508
token_6_dim_81,Dimension 81,-0.3277204930782318
token_6_dim_82,Dimension 82,-0.07683007419109344
token_6_dim_83,Dimension 83,-0.041867565363645554
token_6_dim_84,Dimension 84,0.0038328319787979126
token_6_dim_85,Dimension 85,-8.063390851020813e-05
token_6_dim_86,Dimension 86,-0.003287750296294689
token_6_dim_87,Dimension 87,0.05147949606180191
token_6_dim_88,Dimension 88,-0.030091989785432816
token_6_dim_89,Dimension 89,-0.03229908645153046
token_6_dim_90,Dimension 90,0.0797336995601654
token_6_dim_91,Dimension 91,-0.050489641726017
token_6_dim_92,Dimension 92,0.018347881734371185
token_6_dim_93,Dimension 93,0.24184836447238922
token_6_dim_94,Dimension 94,-0.07640938460826874
token_6_dim_95,Dimension 95,0.06479092687368393
token_6_dim_96,Dimension 96,-0.22141291201114655
token_6_dim_97,Dimension 97,-0.10375451296567917
token_6_dim_98,Dimension 98,-0.08784575760364532
token_6_dim_99,Dimension 99,-0.0847853273153305
token_6_dim_100,Dimension 100,-0.01959681510925293
token_6_dim_101,Dimension 101,-0.08438089489936829
token_6_dim_102,Dimension 102,-0.010083818808197975
token_6_dim_103,Dimension 103,0.13440483808517456
token_6_dim_104,Dimension 104,-0.005598906427621841
token_6_dim_105,Dimension 105,-0.12345459312200546
token_6_dim_106,Dimension 106,0.029614340513944626
token_6_dim_107,Dimension 107,-0.003045884892344475
token_6_dim_108,Dimension 108,0.004902444779872894
token_6_dim_109,Dimension 109,-0.056426040828228
token_6_dim_110,Dimension 110,0.30563026666641235
token_6_dim_111,Dimension 111,-0.13055342435836792
token_6_dim_112,Dimension 112,0.05331508815288544
token_6_dim_113,Dimension 113,0.22292357683181763
token_6_dim_114,Dimension 114,-0.07034599035978317
token_6_dim_115,Dimension 115,-0.038698747754096985
token_6_dim_116,Dimension 116,-0.10636408627033234
token_6_dim_117,Dimension 117,0.3469052016735077
token_6_dim_118,Dimension 118,0.17375940084457397
token_6_dim_119,Dimension 119,-0.13287408649921417
token_6_dim_120,Dimension 120,-0.08483786880970001
token_6_dim_121,Dimension 121,0.01953146606683731
token_6_dim_122,Dimension 122,-0.11419835686683655
token_6_dim_123,Dimension 123,0.09871797263622284
token_6_dim_124,Dimension 124,-0.04442637041211128
token_6_dim_125,Dimension 125,0.20134972035884857
token_6_dim_126,Dimension 126,-0.022017478942871094
token_6_dim_127,Dimension 127,0.1425240933895111
token_6_dim_128,Dimension 128,0.628028154373169
token_6_dim_129,Dimension 129,-0.03673991560935974
token_6_dim_130,Dimension 130,0.006102211773395538
token_6_dim_131,Dimension 131,0.15157878398895264
token_6_dim_132,Dimension 132,-0.07423483580350876
token_6_dim_133,Dimension 133,0.21172283589839935
token_6_dim_134,Dimension 134,0.469524085521698
token_6_dim_135,Dimension 135,0.07223141193389893
token_6_dim_136,Dimension 136,0.16125282645225525
token_6_dim_137,Dimension 137,0.013329368084669113
token_6_dim_138,Dimension 138,-0.05980771780014038
token_6_dim_139,Dimension 139,-0.03571734577417374
token_6_dim_140,Dimension 140,-0.051266223192214966
token_6_dim_141,Dimension 141,-0.09741324186325073
token_6_dim_142,Dimension 142,-0.11362756788730621
token_6_dim_143,Dimension 143,-0.08016049861907959
token_6_dim_144,Dimension 144,0.025493815541267395
token_6_dim_145,Dimension 145,0.2074483186006546
token_6_dim_146,Dimension 146,0.04491212218999863
token_6_dim_147,Dimension 147,-0.007672339677810669
token_6_dim_148,Dimension 148,-0.03480619937181473
token_6_dim_149,Dimension 149,-0.09295904636383057
token_6_dim_150,Dimension 150,0.025916945189237595
token_6_dim_151,Dimension 151,0.15920527279376984
token_6_dim_152,Dimension 152,0.023208577185869217
token_6_dim_153,Dimension 153,0.08277778327465057
token_6_dim_154,Dimension 154,0.23374193906784058
token_6_dim_155,Dimension 155,-0.07557853311300278
token_6_dim_156,Dimension 156,0.01591118611395359
token_6_dim_157,Dimension 157,-0.09818848222494125
token_6_dim_158,Dimension 158,-0.06332452595233917
token_6_dim_159,Dimension 159,0.097630575299263
token_6_dim_160,Dimension 160,-0.09777998179197311
token_6_dim_161,Dimension 161,-0.2790258228778839
token_6_dim_162,Dimension 162,-0.2139553427696228
token_6_dim_163,Dimension 163,0.11381779611110687
token_6_dim_164,Dimension 164,-0.2905929982662201
token_6_dim_165,Dimension 165,-0.0023594512604177
token_6_dim_166,Dimension 166,-0.07345881313085556
token_6_dim_167,Dimension 167,0.016889024525880814
token_6_dim_168,Dimension 168,-0.1431741565465927
token_6_dim_169,Dimension 169,-0.02371681109070778
token_6_dim_170,Dimension 170,0.025406446307897568
token_6_dim_171,Dimension 171,0.05480979382991791
token_6_dim_172,Dimension 172,0.06378568708896637
token_6_dim_173,Dimension 173,-0.04517648369073868
token_6_dim_174,Dimension 174,0.09013292193412781
token_6_dim_175,Dimension 175,-0.061012327671051025
token_6_dim_176,Dimension 176,-0.015484694391489029
token_6_dim_177,Dimension 177,0.03242645412683487
token_6_dim_178,Dimension 178,-0.011442579329013824
token_6_dim_179,Dimension 179,0.21223893761634827
token_6_dim_180,Dimension 180,0.041649654507637024
token_6_dim_181,Dimension 181,-0.011296709068119526
token_6_dim_182,Dimension 182,0.06999748945236206
token_6_dim_183,Dimension 183,0.04090484231710434
token_6_dim_184,Dimension 184,0.007049441337585449
token_6_dim_185,Dimension 185,-0.17237906157970428
token_6_dim_186,Dimension 186,0.1367443948984146
token_6_dim_187,Dimension 187,-0.18683470785617828
token_6_dim_188,Dimension 188,0.08817189931869507
token_6_dim_189,Dimension 189,0.015841759741306305
token_6_dim_190,Dimension 190,-0.1897672861814499
token_6_dim_191,Dimension 191,0.034011393785476685
token_6_dim_192,Dimension 192,-0.15284183621406555
token_6_dim_193,Dimension 193,0.04725414514541626
token_6_dim_194,Dimension 194,-0.2271709442138672
token_6_dim_195,Dimension 195,0.006761088967323303
token_6_dim_196,Dimension 196,0.0636313259601593
token_6_dim_197,Dimension 197,0.1168467327952385
token_6_dim_198,Dimension 198,-0.13487008213996887
token_6_dim_199,Dimension 199,-0.07999324798583984
token_6_dim_200,Dimension 200,-0.00790107250213623
token_6_dim_201,Dimension 201,0.050356101244688034
token_6_dim_202,Dimension 202,0.011328980326652527
token_6_dim_203,Dimension 203,0.003979180008172989
token_6_dim_204,Dimension 204,0.0013810694217681885
token_6_dim_205,Dimension 205,-0.14236976206302643
token_6_dim_206,Dimension 206,-0.010592497885227203
token_6_dim_207,Dimension 207,-0.1101052463054657
token_6_dim_208,Dimension 208,-0.030433272942900658
token_6_dim_209,Dimension 209,-0.07754716277122498
token_6_dim_210,Dimension 210,-0.08102104067802429
token_6_dim_211,Dimension 211,0.11342567205429077
token_6_dim_212,Dimension 212,0.09266480058431625
token_6_dim_213,Dimension 213,-0.08618030697107315
token_6_dim_214,Dimension 214,-0.2119271159172058
token_6_dim_215,Dimension 215,-0.028784282505512238
token_6_dim_216,Dimension 216,-0.512867271900177
token_6_dim_217,Dimension 217,0.2363377958536148
token_6_dim_218,Dimension 218,0.17700695991516113
token_6_dim_219,Dimension 219,-0.030333295464515686
token_6_dim_220,Dimension 220,0.17665080726146698
token_6_dim_221,Dimension 221,-0.10049669444561005
token_6_dim_222,Dimension 222,-0.07560477405786514
token_6_dim_223,Dimension 223,-0.025083869695663452
token_6_dim_224,Dimension 224,0.16150012612342834
token_6_dim_225,Dimension 225,-0.05162568762898445
token_6_dim_226,Dimension 226,0.28326547145843506
token_6_dim_227,Dimension 227,0.0037054806016385555
token_6_dim_228,Dimension 228,0.088445745408535
token_6_dim_229,Dimension 229,0.39205825328826904
token_6_dim_230,Dimension 230,-0.12117205560207367
token_6_dim_231,Dimension 231,0.10761475563049316
token_6_dim_232,Dimension 232,-0.08305861055850983
token_6_dim_233,Dimension 233,0.19433486461639404
token_6_dim_234,Dimension 234,0.45623156428337097
token_6_dim_235,Dimension 235,-0.00897747278213501
token_6_dim_236,Dimension 236,0.11167257279157639
token_6_dim_237,Dimension 237,0.2395927906036377
token_6_dim_238,Dimension 238,0.010285831987857819
token_6_dim_239,Dimension 239,0.0065179243683815
token_6_dim_240,Dimension 240,-0.05839058384299278
token_6_dim_241,Dimension 241,0.07699865102767944
token_6_dim_242,Dimension 242,0.17573431134223938
token_6_dim_243,Dimension 243,0.22681139409542084
token_6_dim_244,Dimension 244,0.056667424738407135
token_6_dim_245,Dimension 245,-0.01616567373275757
token_6_dim_246,Dimension 246,-0.05755791440606117
token_6_dim_247,Dimension 247,0.2122763693332672
token_6_dim_248,Dimension 248,-0.026396960020065308
token_6_dim_249,Dimension 249,0.06829581409692764
token_6_dim_250,Dimension 250,-0.09605404734611511
token_6_dim_251,Dimension 251,0.010421700775623322
token_6_dim_252,Dimension 252,-0.2452457845211029
token_6_dim_253,Dimension 253,0.34848344326019287
token_6_dim_254,Dimension 254,0.14805984497070312
token_6_dim_255,Dimension 255,0.13494934141635895
token_7,Token: ל,Contribution to sum
token_7_dim_0,Dimension 0,0.0349738746881485
token_7_dim_1,Dimension 1,-0.09145273268222809
token_7_dim_2,Dimension 2,0.4170725345611572
token_7_dim_3,Dimension 3,-0.09858739376068115
token_7_dim_4,Dimension 4,0.29863405227661133
token_7_dim_5,Dimension 5,-0.06377681344747543
token_7_dim_6,Dimension 6,-0.12146244943141937
token_7_dim_7,Dimension 7,0.1900828331708908
token_7_dim_8,Dimension 8,-0.03128155320882797
token_7_dim_9,Dimension 9,-0.02289756014943123
token_7_dim_10,Dimension 10,-0.17015385627746582
token_7_dim_11,Dimension 11,-0.1595609039068222
token_7_dim_12,Dimension 12,0.15536445379257202
token_7_dim_13,Dimension 13,0.012731019407510757
token_7_dim_14,Dimension 14,0.19186055660247803
token_7_dim_15,Dimension 15,-0.13297879695892334
token_7_dim_16,Dimension 16,0.003290817141532898
token_7_dim_17,Dimension 17,-0.008710313588380814
token_7_dim_18,Dimension 18,0.1317274570465088
token_7_dim_19,Dimension 19,-0.4080003499984741
token_7_dim_20,Dimension 20,-0.0339546874165535
token_7_dim_21,Dimension 21,-0.044018931686878204
token_7_dim_22,Dimension 22,0.01635175570845604
token_7_dim_23,Dimension 23,0.1651279628276825
token_7_dim_24,Dimension 24,-0.13857200741767883
token_7_dim_25,Dimension 25,0.3611193895339966
token_7_dim_26,Dimension 26,0.1917138695716858
token_7_dim_27,Dimension 27,-0.18031170964241028
token_7_dim_28,Dimension 28,-0.15148921310901642
token_7_dim_29,Dimension 29,0.2609376311302185
token_7_dim_30,Dimension 30,-0.24490660429000854
token_7_dim_31,Dimension 31,0.06857521831989288
token_7_dim_32,Dimension 32,0.16682356595993042
token_7_dim_33,Dimension 33,0.17843285202980042
token_7_dim_34,Dimension 34,-0.29748159646987915
token_7_dim_35,Dimension 35,-0.041911281645298004
token_7_dim_36,Dimension 36,-0.028555497527122498
token_7_dim_37,Dimension 37,-0.011148311197757721
token_7_dim_38,Dimension 38,0.013389145955443382
token_7_dim_39,Dimension 39,-0.05823598802089691
token_7_dim_40,Dimension 40,-0.16749338805675507
token_7_dim_41,Dimension 41,0.2273010015487671
token_7_dim_42,Dimension 42,0.07687970250844955
token_7_dim_43,Dimension 43,-0.17347607016563416
token_7_dim_44,Dimension 44,-0.01863991469144821
token_7_dim_45,Dimension 45,-0.17524726688861847
token_7_dim_46,Dimension 46,-0.029375046491622925
token_7_dim_47,Dimension 47,0.15225985646247864
token_7_dim_48,Dimension 48,0.11667543649673462
token_7_dim_49,Dimension 49,-0.2981489598751068
token_7_dim_50,Dimension 50,-0.06116737425327301
token_7_dim_51,Dimension 51,-0.20949268341064453
token_7_dim_52,Dimension 52,-0.09086629748344421
token_7_dim_53,Dimension 53,-0.09959487617015839
token_7_dim_54,Dimension 54,0.03779924660921097
token_7_dim_55,Dimension 55,0.11185270547866821
token_7_dim_56,Dimension 56,0.2669036090373993
token_7_dim_57,Dimension 57,0.332851767539978
token_7_dim_58,Dimension 58,-0.04157444089651108
token_7_dim_59,Dimension 59,0.02274392917752266
token_7_dim_60,Dimension 60,0.03827904164791107
token_7_dim_61,Dimension 61,0.3200451135635376
token_7_dim_62,Dimension 62,0.6536604762077332
token_7_dim_63,Dimension 63,0.10051047801971436
token_7_dim_64,Dimension 64,-0.18366289138793945
token_7_dim_65,Dimension 65,-0.11736790090799332
token_7_dim_66,Dimension 66,0.10355392843484879
token_7_dim_67,Dimension 67,0.06532083451747894
token_7_dim_68,Dimension 68,-0.052640803158283234
token_7_dim_69,Dimension 69,0.018466778099536896
token_7_dim_70,Dimension 70,0.05921953171491623
token_7_dim_71,Dimension 71,0.009412717074155807
token_7_dim_72,Dimension 72,0.020762965083122253
token_7_dim_73,Dimension 73,-0.15564975142478943
token_7_dim_74,Dimension 74,-0.07469135522842407
token_7_dim_75,Dimension 75,-0.041037529706954956
token_7_dim_76,Dimension 76,-0.418620228767395
token_7_dim_77,Dimension 77,0.12714503705501556
token_7_dim_78,Dimension 78,-0.11790013313293457
token_7_dim_79,Dimension 79,-0.053722772747278214
token_7_dim_80,Dimension 80,0.13326282799243927
token_7_dim_81,Dimension 81,0.19796684384346008
token_7_dim_82,Dimension 82,-0.22889094054698944
token_7_dim_83,Dimension 83,-0.043622758239507675
token_7_dim_84,Dimension 84,-0.09533556550741196
token_7_dim_85,Dimension 85,-0.4804964065551758
token_7_dim_86,Dimension 86,0.10530552268028259
token_7_dim_87,Dimension 87,0.2438276708126068
token_7_dim_88,Dimension 88,-0.03464013338088989
token_7_dim_89,Dimension 89,-0.014038683846592903
token_7_dim_90,Dimension 90,0.2016921192407608
token_7_dim_91,Dimension 91,0.17315559089183807
token_7_dim_92,Dimension 92,-0.001430995762348175
token_7_dim_93,Dimension 93,0.24816884100437164
token_7_dim_94,Dimension 94,0.3015875816345215
token_7_dim_95,Dimension 95,-0.06360138207674026
token_7_dim_96,Dimension 96,-0.2206961214542389
token_7_dim_97,Dimension 97,0.20176434516906738
token_7_dim_98,Dimension 98,-0.1347244679927826
token_7_dim_99,Dimension 99,0.10251152515411377
token_7_dim_100,Dimension 100,-0.08811400830745697
token_7_dim_101,Dimension 101,0.047741662710905075
token_7_dim_102,Dimension 102,0.04261905699968338
token_7_dim_103,Dimension 103,0.008757166564464569
token_7_dim_104,Dimension 104,0.13215471804141998
token_7_dim_105,Dimension 105,0.06206071376800537
token_7_dim_106,Dimension 106,-0.06334234029054642
token_7_dim_107,Dimension 107,0.007415264844894409
token_7_dim_108,Dimension 108,0.11024978011846542
token_7_dim_109,Dimension 109,-0.032735586166381836
token_7_dim_110,Dimension 110,0.1549898386001587
token_7_dim_111,Dimension 111,0.15286162495613098
token_7_dim_112,Dimension 112,0.13423624634742737
token_7_dim_113,Dimension 113,-0.17496056854724884
token_7_dim_114,Dimension 114,-0.038989461958408356
token_7_dim_115,Dimension 115,-0.19378088414669037
token_7_dim_116,Dimension 116,0.03338443115353584
token_7_dim_117,Dimension 117,0.33545422554016113
token_7_dim_118,Dimension 118,0.05099526792764664
token_7_dim_119,Dimension 119,-0.3933504819869995
token_7_dim_120,Dimension 120,0.09319601207971573
token_7_dim_121,Dimension 121,-0.00014669448137283325
token_7_dim_122,Dimension 122,-0.06454497575759888
token_7_dim_123,Dimension 123,-0.044729989022016525
token_7_dim_124,Dimension 124,-0.14801840484142303
token_7_dim_125,Dimension 125,0.00956212729215622
token_7_dim_126,Dimension 126,0.0659976601600647
token_7_dim_127,Dimension 127,0.20733454823493958
token_7_dim_128,Dimension 128,0.6229526400566101
token_7_dim_129,Dimension 129,0.005811423063278198
token_7_dim_130,Dimension 130,0.15857172012329102
token_7_dim_131,Dimension 131,-0.1797938048839569
token_7_dim_132,Dimension 132,-0.06255410611629486
token_7_dim_133,Dimension 133,0.11087377369403839
token_7_dim_134,Dimension 134,0.07102193683385849
token_7_dim_135,Dimension 135,0.27005961537361145
token_7_dim_136,Dimension 136,0.2570824921131134
token_7_dim_137,Dimension 137,-0.07770279049873352
token_7_dim_138,Dimension 138,-0.012570089660584927
token_7_dim_139,Dimension 139,0.11993245780467987
token_7_dim_140,Dimension 140,-0.4938170313835144
token_7_dim_141,Dimension 141,0.3713556230068207
token_7_dim_142,Dimension 142,0.5387111306190491
token_7_dim_143,Dimension 143,-0.2590111196041107
token_7_dim_144,Dimension 144,-0.15459531545639038
token_7_dim_145,Dimension 145,0.16818225383758545
token_7_dim_146,Dimension 146,-0.14579127728939056
token_7_dim_147,Dimension 147,0.10009022057056427
token_7_dim_148,Dimension 148,-0.1240198165178299
token_7_dim_149,Dimension 149,-0.19115687906742096
token_7_dim_150,Dimension 150,-0.08256951719522476
token_7_dim_151,Dimension 151,0.057048697024583817
token_7_dim_152,Dimension 152,0.05382145568728447
token_7_dim_153,Dimension 153,-0.028163615614175797
token_7_dim_154,Dimension 154,-0.011654075235128403
token_7_dim_155,Dimension 155,-0.19754627346992493
token_7_dim_156,Dimension 156,-0.002395760267972946
token_7_dim_157,Dimension 157,0.18188412487506866
token_7_dim_158,Dimension 158,0.047533344477415085
token_7_dim_159,Dimension 159,0.25161126255989075
token_7_dim_160,Dimension 160,0.6931710243225098
token_7_dim_161,Dimension 161,-0.2381565421819687
token_7_dim_162,Dimension 162,-0.20382563769817352
token_7_dim_163,Dimension 163,0.03758232295513153
token_7_dim_164,Dimension 164,0.16689887642860413
token_7_dim_165,Dimension 165,-0.18374308943748474
token_7_dim_166,Dimension 166,-0.11487273871898651
token_7_dim_167,Dimension 167,-0.08986043930053711
token_7_dim_168,Dimension 168,-0.2634933292865753
token_7_dim_169,Dimension 169,0.037361178547143936
token_7_dim_170,Dimension 170,-0.08668488264083862
token_7_dim_171,Dimension 171,0.2220073789358139
token_7_dim_172,Dimension 172,0.10710586607456207
token_7_dim_173,Dimension 173,-0.29651111364364624
token_7_dim_174,Dimension 174,0.27360647916793823
token_7_dim_175,Dimension 175,-0.08263392001390457
token_7_dim_176,Dimension 176,0.23841452598571777
token_7_dim_177,Dimension 177,-0.08043360710144043
token_7_dim_178,Dimension 178,-0.02482142113149166
token_7_dim_179,Dimension 179,0.014861341565847397
token_7_dim_180,Dimension 180,0.22767798602581024
token_7_dim_181,Dimension 181,-0.02029765397310257
token_7_dim_182,Dimension 182,0.023278139531612396
token_7_dim_183,Dimension 183,0.003928016871213913
token_7_dim_184,Dimension 184,-0.0698779746890068
token_7_dim_185,Dimension 185,-0.306250661611557
token_7_dim_186,Dimension 186,-0.07362908124923706
token_7_dim_187,Dimension 187,-0.1975627839565277
token_7_dim_188,Dimension 188,-0.06214144825935364
token_7_dim_189,Dimension 189,0.10225751996040344
token_7_dim_190,Dimension 190,-0.1595960110425949
token_7_dim_191,Dimension 191,-0.1198861300945282
token_7_dim_192,Dimension 192,-0.035701166838407516
token_7_dim_193,Dimension 193,0.06956641376018524
token_7_dim_194,Dimension 194,-0.19882003962993622
token_7_dim_195,Dimension 195,-0.29567843675613403
token_7_dim_196,Dimension 196,0.01097852736711502
token_7_dim_197,Dimension 197,-0.05933155491948128
token_7_dim_198,Dimension 198,0.621894121170044
token_7_dim_199,Dimension 199,-0.12299118936061859
token_7_dim_200,Dimension 200,0.07331665605306625
token_7_dim_201,Dimension 201,-0.0152016282081604
token_7_dim_202,Dimension 202,0.028303537517786026
token_7_dim_203,Dimension 203,0.15704074501991272
token_7_dim_204,Dimension 204,-0.1624557077884674
token_7_dim_205,Dimension 205,0.04142068699002266
token_7_dim_206,Dimension 206,-0.04634649306535721
token_7_dim_207,Dimension 207,-0.060572993010282516
token_7_dim_208,Dimension 208,0.030357588082551956
token_7_dim_209,Dimension 209,0.2218480259180069
token_7_dim_210,Dimension 210,-0.025065841153264046
token_7_dim_211,Dimension 211,-0.033178675919771194
token_7_dim_212,Dimension 212,0.21529671549797058
token_7_dim_213,Dimension 213,0.0851396843791008
token_7_dim_214,Dimension 214,-0.45926427841186523
token_7_dim_215,Dimension 215,-0.12510228157043457
token_7_dim_216,Dimension 216,0.2017819881439209
token_7_dim_217,Dimension 217,-0.038518574088811874
token_7_dim_218,Dimension 218,-0.1089986115694046
token_7_dim_219,Dimension 219,-0.2403137981891632
token_7_dim_220,Dimension 220,0.23915882408618927
token_7_dim_221,Dimension 221,0.15852855145931244
token_7_dim_222,Dimension 222,0.11027312278747559
token_7_dim_223,Dimension 223,0.25766587257385254
token_7_dim_224,Dimension 224,-0.07448537647724152
token_7_dim_225,Dimension 225,0.10895231366157532
token_7_dim_226,Dimension 226,-0.11511124670505524
token_7_dim_227,Dimension 227,0.04164804145693779
token_7_dim_228,Dimension 228,-0.037381865084171295
token_7_dim_229,Dimension 229,-0.36409682035446167
token_7_dim_230,Dimension 230,0.1095508337020874
token_7_dim_231,Dimension 231,0.35642489790916443
token_7_dim_232,Dimension 232,0.07824636250734329
token_7_dim_233,Dimension 233,0.07108578830957413
token_7_dim_234,Dimension 234,0.6436952948570251
token_7_dim_235,Dimension 235,-0.11218635737895966
token_7_dim_236,Dimension 236,0.03515806794166565
token_7_dim_237,Dimension 237,-0.03486042469739914
token_7_dim_238,Dimension 238,-0.1063777431845665
token_7_dim_239,Dimension 239,-0.038595326244831085
token_7_dim_240,Dimension 240,0.07843789458274841
token_7_dim_241,Dimension 241,0.30542609095573425
token_7_dim_242,Dimension 242,0.19814234972000122
token_7_dim_243,Dimension 243,0.1563381403684616
token_7_dim_244,Dimension 244,-0.10460671037435532
token_7_dim_245,Dimension 245,0.0034617488272488117
token_7_dim_246,Dimension 246,0.18656544387340546
token_7_dim_247,Dimension 247,0.010165292769670486
token_7_dim_248,Dimension 248,-0.11175078898668289
token_7_dim_249,Dimension 249,0.18122532963752747
token_7_dim_250,Dimension 250,-0.0644645243883133
token_7_dim_251,Dimension 251,-0.03918686509132385
token_7_dim_252,Dimension 252,-0.051825523376464844
token_7_dim_253,Dimension 253,0.35044094920158386
token_7_dim_254,Dimension 254,-0.10652107000350952
token_7_dim_255,Dimension 255,-0.5057037472724915
token_8,Token: ֹ,Contribution to sum
token_8_dim_0,Dimension 0,-0.2871617078781128
token_8_dim_1,Dimension 1,0.2684592604637146
token_8_dim_2,Dimension 2,-0.4819211959838867
token_8_dim_3,Dimension 3,0.2244160920381546
token_8_dim_4,Dimension 4,0.14166782796382904
token_8_dim_5,Dimension 5,-0.1952708214521408
token_8_dim_6,Dimension 6,-0.1621991991996765
token_8_dim_7,Dimension 7,-0.10173152387142181
token_8_dim_8,Dimension 8,0.1280037760734558
token_8_dim_9,Dimension 9,0.09548166394233704
token_8_dim_10,Dimension 10,-0.05232855677604675
token_8_dim_11,Dimension 11,0.017567135393619537
token_8_dim_12,Dimension 12,0.19973719120025635
token_8_dim_13,Dimension 13,-0.056723080575466156
token_8_dim_14,Dimension 14,-0.205662339925766
token_8_dim_15,Dimension 15,0.10666350275278091
token_8_dim_16,Dimension 16,-0.15891794860363007
token_8_dim_17,Dimension 17,-0.4259244501590729
token_8_dim_18,Dimension 18,-0.103099524974823
token_8_dim_19,Dimension 19,-0.16312967240810394
token_8_dim_20,Dimension 20,0.03329470753669739
token_8_dim_21,Dimension 21,0.023498177528381348
token_8_dim_22,Dimension 22,0.11607968807220459
token_8_dim_23,Dimension 23,0.08443792164325714
token_8_dim_24,Dimension 24,-0.15017364919185638
token_8_dim_25,Dimension 25,0.06718260794878006
token_8_dim_26,Dimension 26,-0.07949184626340866
token_8_dim_27,Dimension 27,-0.0811835452914238
token_8_dim_28,Dimension 28,0.06451937556266785
token_8_dim_29,Dimension 29,0.36598941683769226
token_8_dim_30,Dimension 30,-0.3270696997642517
token_8_dim_31,Dimension 31,-0.1026056632399559
token_8_dim_32,Dimension 32,-0.09989058971405029
token_8_dim_33,Dimension 33,0.001596897840499878
token_8_dim_34,Dimension 34,-0.11616165935993195
token_8_dim_35,Dimension 35,0.2022070586681366
token_8_dim_36,Dimension 36,-0.15011247992515564
token_8_dim_37,Dimension 37,0.021648213267326355
token_8_dim_38,Dimension 38,0.0911128893494606
token_8_dim_39,Dimension 39,-0.08919242024421692
token_8_dim_40,Dimension 40,0.46357089281082153
token_8_dim_41,Dimension 41,0.40048325061798096
token_8_dim_42,Dimension 42,0.14405351877212524
token_8_dim_43,Dimension 43,0.027170497924089432
token_8_dim_44,Dimension 44,0.14002063870429993
token_8_dim_45,Dimension 45,0.06639110296964645
token_8_dim_46,Dimension 46,-0.09948421269655228
token_8_dim_47,Dimension 47,-0.0012095719575881958
token_8_dim_48,Dimension 48,0.05406726896762848
token_8_dim_49,Dimension 49,-0.12863479554653168
token_8_dim_50,Dimension 50,-0.013823335990309715
token_8_dim_51,Dimension 51,0.06338147073984146
token_8_dim_52,Dimension 52,-0.15479767322540283
token_8_dim_53,Dimension 53,-0.20673474669456482
token_8_dim_54,Dimension 54,0.16755132377147675
token_8_dim_55,Dimension 55,0.10430169105529785
token_8_dim_56,Dimension 56,0.7502562999725342
token_8_dim_57,Dimension 57,-0.023480374366044998
token_8_dim_58,Dimension 58,0.038488127291202545
token_8_dim_59,Dimension 59,-0.050424788147211075
token_8_dim_60,Dimension 60,-0.031800687313079834
token_8_dim_61,Dimension 61,-0.33323603868484497
token_8_dim_62,Dimension 62,0.08944465219974518
token_8_dim_63,Dimension 63,-0.1444505900144577
token_8_dim_64,Dimension 64,0.2944868803024292
token_8_dim_65,Dimension 65,0.05909068509936333
token_8_dim_66,Dimension 66,0.0924454927444458
token_8_dim_67,Dimension 67,-0.10875790566205978
token_8_dim_68,Dimension 68,-0.07046022266149521
token_8_dim_69,Dimension 69,0.19992376863956451
token_8_dim_70,Dimension 70,-0.1667391061782837
token_8_dim_71,Dimension 71,0.14135077595710754
token_8_dim_72,Dimension 72,-0.0356803759932518
token_8_dim_73,Dimension 73,-0.04091162979602814
token_8_dim_74,Dimension 74,-0.14484897255897522
token_8_dim_75,Dimension 75,-0.004530102014541626
token_8_dim_76,Dimension 76,-0.5137706995010376
token_8_dim_77,Dimension 77,-0.14586102962493896
token_8_dim_78,Dimension 78,0.22405114769935608
token_8_dim_79,Dimension 79,0.06283709406852722
token_8_dim_80,Dimension 80,-0.1715945303440094
token_8_dim_81,Dimension 81,0.03743922337889671
token_8_dim_82,Dimension 82,0.5665156245231628
token_8_dim_83,Dimension 83,-0.07492019981145859
token_8_dim_84,Dimension 84,-0.0914926752448082
token_8_dim_85,Dimension 85,-0.2125546932220459
token_8_dim_86,Dimension 86,-0.07749887555837631
token_8_dim_87,Dimension 87,-0.0843101292848587
token_8_dim_88,Dimension 88,0.10696525871753693
token_8_dim_89,Dimension 89,-0.005944153759628534
token_8_dim_90,Dimension 90,0.1726728081703186
token_8_dim_91,Dimension 91,0.06661219894886017
token_8_dim_92,Dimension 92,-0.04460875317454338
token_8_dim_93,Dimension 93,-0.26893430948257446
token_8_dim_94,Dimension 94,0.31879138946533203
token_8_dim_95,Dimension 95,-0.0618252269923687
token_8_dim_96,Dimension 96,0.1541016846895218
token_8_dim_97,Dimension 97,-0.3766050934791565
token_8_dim_98,Dimension 98,0.0983942523598671
token_8_dim_99,Dimension 99,0.3526643216609955
token_8_dim_100,Dimension 100,-0.18700681626796722
token_8_dim_101,Dimension 101,-0.03031238168478012
token_8_dim_102,Dimension 102,-0.03082897514104843
token_8_dim_103,Dimension 103,-0.021964598447084427
token_8_dim_104,Dimension 104,0.21884433925151825
token_8_dim_105,Dimension 105,0.04864057898521423
token_8_dim_106,Dimension 106,0.029007170349359512
