step,description,value
token_2_dim_670,Dimension 670,-0.08712360262870789
token_2_dim_671,Dimension 671,0.02636612392961979
token_2_dim_672,Dimension 672,-0.08917373418807983
token_2_dim_673,Dimension 673,0.07677147537469864
token_2_dim_674,Dimension 674,-0.06811218708753586
token_2_dim_675,Dimension 675,-0.15834550559520721
token_2_dim_676,Dimension 676,0.07377564907073975
token_2_dim_677,Dimension 677,0.04385341331362724
token_2_dim_678,Dimension 678,-0.0930105671286583
token_2_dim_679,Dimension 679,0.023326994851231575
token_2_dim_680,Dimension 680,-0.06252226233482361
token_2_dim_681,Dimension 681,0.06591589748859406
token_2_dim_682,Dimension 682,-0.02890465408563614
token_2_dim_683,Dimension 683,-0.12498219311237335
token_2_dim_684,Dimension 684,0.12747088074684143
token_2_dim_685,Dimension 685,-0.08819599449634552
token_2_dim_686,Dimension 686,-0.0496937558054924
token_2_dim_687,Dimension 687,0.08916235715150833
token_2_dim_688,Dimension 688,6.431159818021115e-07
token_2_dim_689,Dimension 689,-0.12438062578439713
token_2_dim_690,Dimension 690,-0.12487292289733887
token_2_dim_691,Dimension 691,0.12299099564552307
token_2_dim_692,Dimension 692,-0.1644824594259262
token_2_dim_693,Dimension 693,-0.028322145342826843
token_2_dim_694,Dimension 694,0.029231315478682518
token_2_dim_695,Dimension 695,-0.01748335361480713
token_2_dim_696,Dimension 696,-0.052293434739112854
token_2_dim_697,Dimension 697,-5.97536563873291e-06
token_2_dim_698,Dimension 698,0.1177670881152153
token_2_dim_699,Dimension 699,-0.10125527530908585
token_2_dim_700,Dimension 700,-0.04482601583003998
token_2_dim_701,Dimension 701,-0.07908354699611664
token_2_dim_702,Dimension 702,-0.16735905408859253
token_2_dim_703,Dimension 703,0.0005840733647346497
token_2_dim_704,Dimension 704,0.07106674462556839
token_2_dim_705,Dimension 705,-0.2020784318447113
token_2_dim_706,Dimension 706,-0.07761387526988983
token_2_dim_707,Dimension 707,0.025590794160962105
token_2_dim_708,Dimension 708,0.08649541437625885
token_2_dim_709,Dimension 709,0.29043424129486084
token_2_dim_710,Dimension 710,0.08687491714954376
token_2_dim_711,Dimension 711,-0.07193542271852493
token_2_dim_712,Dimension 712,0.06364915519952774
token_2_dim_713,Dimension 713,-0.0829508900642395
token_2_dim_714,Dimension 714,0.13631612062454224
token_2_dim_715,Dimension 715,-0.08696503937244415
token_2_dim_716,Dimension 716,0.059784311801195145
token_2_dim_717,Dimension 717,0.3427790701389313
token_2_dim_718,Dimension 718,0.1881198287010193
token_2_dim_719,Dimension 719,-0.2659001350402832
token_2_dim_720,Dimension 720,-0.04372279345989227
token_2_dim_721,Dimension 721,-0.12622994184494019
token_2_dim_722,Dimension 722,-0.16984230279922485
token_2_dim_723,Dimension 723,-0.08994687348604202
token_2_dim_724,Dimension 724,-0.058487020432949066
token_2_dim_725,Dimension 725,0.10712050646543503
token_2_dim_726,Dimension 726,0.004512646235525608
token_2_dim_727,Dimension 727,0.14120528101921082
token_2_dim_728,Dimension 728,0.2742401659488678
token_2_dim_729,Dimension 729,-0.02764585055410862
token_2_dim_730,Dimension 730,-0.06743124127388
token_2_dim_731,Dimension 731,0.06631948053836823
token_2_dim_732,Dimension 732,0.029588812962174416
token_2_dim_733,Dimension 733,-0.099431112408638
token_2_dim_734,Dimension 734,-0.03460732474923134
token_2_dim_735,Dimension 735,-0.1128564402461052
token_2_dim_736,Dimension 736,0.19337446987628937
token_2_dim_737,Dimension 737,0.06865521520376205
token_2_dim_738,Dimension 738,0.06817023456096649
token_2_dim_739,Dimension 739,-0.08964914828538895
token_2_dim_740,Dimension 740,0.06470505893230438
token_2_dim_741,Dimension 741,0.13985249400138855
token_2_dim_742,Dimension 742,-0.1295953392982483
token_2_dim_743,Dimension 743,-0.04727521538734436
token_2_dim_744,Dimension 744,-0.09589030593633652
token_2_dim_745,Dimension 745,0.06442202627658844
token_2_dim_746,Dimension 746,-0.1432287096977234
token_2_dim_747,Dimension 747,0.0179264135658741
token_2_dim_748,Dimension 748,0.10897717624902725
token_2_dim_749,Dimension 749,0.11962934583425522
token_2_dim_750,Dimension 750,0.0835249200463295
token_2_dim_751,Dimension 751,-0.06889547407627106
token_2_dim_752,Dimension 752,0.10278856754302979
token_2_dim_753,Dimension 753,0.18031765520572662
token_2_dim_754,Dimension 754,0.05057811364531517
token_2_dim_755,Dimension 755,-0.06672072410583496
token_2_dim_756,Dimension 756,2.6892484509419676e-34
token_2_dim_757,Dimension 757,-0.14054231345653534
token_2_dim_758,Dimension 758,-0.08497925102710724
token_2_dim_759,Dimension 759,0.055218491703271866
token_2_dim_760,Dimension 760,-0.15080858767032623
token_2_dim_761,Dimension 761,-0.008027028292417526
token_2_dim_762,Dimension 762,0.08857470005750656
token_2_dim_763,Dimension 763,0.03878864273428917
token_2_dim_764,Dimension 764,-0.07596932351589203
token_2_dim_765,Dimension 765,-0.11158519983291626
token_2_dim_766,Dimension 766,0.08160235732793808
token_2_dim_767,Dimension 767,-0.04819297045469284
token_3,Token: beginning,Contribution to sum
token_3_dim_0,Dimension 0,0.12461439520120621
token_3_dim_1,Dimension 1,0.23112443089485168
token_3_dim_2,Dimension 2,-0.10389292240142822
token_3_dim_3,Dimension 3,-0.15044046938419342
token_3_dim_4,Dimension 4,0.006432417780160904
token_3_dim_5,Dimension 5,-0.1003057062625885
token_3_dim_6,Dimension 6,-0.028601787984371185
token_3_dim_7,Dimension 7,-0.046550169587135315
token_3_dim_8,Dimension 8,-0.10524791479110718
token_3_dim_9,Dimension 9,-0.034258972853422165
token_3_dim_10,Dimension 10,0.17205651104450226
token_3_dim_11,Dimension 11,-0.1633254587650299
token_3_dim_12,Dimension 12,0.14083097875118256
token_3_dim_13,Dimension 13,-0.07430633902549744
token_3_dim_14,Dimension 14,0.18440338969230652
token_3_dim_15,Dimension 15,0.05024681240320206
token_3_dim_16,Dimension 16,-0.09590238332748413
token_3_dim_17,Dimension 17,-0.022062180563807487
token_3_dim_18,Dimension 18,-0.2067316174507141
token_3_dim_19,Dimension 19,0.16870924830436707
token_3_dim_20,Dimension 20,-0.14216738939285278
token_3_dim_21,Dimension 21,0.01961086131632328
token_3_dim_22,Dimension 22,0.08221887797117233
token_3_dim_23,Dimension 23,-0.021380199119448662
token_3_dim_24,Dimension 24,0.08238740265369415
token_3_dim_25,Dimension 25,0.022443445399403572
token_3_dim_26,Dimension 26,-0.21657222509384155
token_3_dim_27,Dimension 27,0.0904589518904686
token_3_dim_28,Dimension 28,-0.11590991914272308
token_3_dim_29,Dimension 29,0.0473664328455925
token_3_dim_30,Dimension 30,-0.22943127155303955
token_3_dim_31,Dimension 31,-0.24346014857292175
token_3_dim_32,Dimension 32,0.13901472091674805
token_3_dim_33,Dimension 33,-0.21364997327327728
token_3_dim_34,Dimension 34,4.6381564970943145e-06
token_3_dim_35,Dimension 35,-0.014224806800484657
token_3_dim_36,Dimension 36,-0.01804027333855629
token_3_dim_37,Dimension 37,-0.01575540378689766
token_3_dim_38,Dimension 38,-0.20556402206420898
token_3_dim_39,Dimension 39,-0.043332166969776154
token_3_dim_40,Dimension 40,0.1457938849925995
token_3_dim_41,Dimension 41,0.17144522070884705
token_3_dim_42,Dimension 42,-0.11196930706501007
token_3_dim_43,Dimension 43,-0.07120664417743683
token_3_dim_44,Dimension 44,0.01751476339995861
token_3_dim_45,Dimension 45,0.07769320905208588
token_3_dim_46,Dimension 46,-0.06708139181137085
token_3_dim_47,Dimension 47,0.02768554724752903
token_3_dim_48,Dimension 48,0.05774816870689392
token_3_dim_49,Dimension 49,-0.0561894066631794
token_3_dim_50,Dimension 50,-0.028670024126768112
token_3_dim_51,Dimension 51,-0.05281544104218483
token_3_dim_52,Dimension 52,0.14395633339881897
token_3_dim_53,Dimension 53,-0.02977239340543747
token_3_dim_54,Dimension 54,0.011564100161194801
token_3_dim_55,Dimension 55,0.2749652862548828
token_3_dim_56,Dimension 56,0.07810003310441971
token_3_dim_57,Dimension 57,0.015366194769740105
token_3_dim_58,Dimension 58,-0.15792931616306305
token_3_dim_59,Dimension 59,-0.09374786913394928
token_3_dim_60,Dimension 60,-0.041995029896497726
token_3_dim_61,Dimension 61,0.06837441027164459
token_3_dim_62,Dimension 62,0.0549757145345211
token_3_dim_63,Dimension 63,0.048743441700935364
token_3_dim_64,Dimension 64,0.009265007451176643
token_3_dim_65,Dimension 65,0.02097218856215477
token_3_dim_66,Dimension 66,-0.016544494777917862
token_3_dim_67,Dimension 67,-0.1543799191713333
token_3_dim_68,Dimension 68,-0.12492713332176208
token_3_dim_69,Dimension 69,-0.01884213648736477
token_3_dim_70,Dimension 70,0.05935584753751755
token_3_dim_71,Dimension 71,-0.07094123214483261
token_3_dim_72,Dimension 72,0.02525828778743744
token_3_dim_73,Dimension 73,-0.0590771846473217
token_3_dim_74,Dimension 74,0.012347436510026455
token_3_dim_75,Dimension 75,-0.22821280360221863
token_3_dim_76,Dimension 76,0.1556519716978073
token_3_dim_77,Dimension 77,0.2186529040336609
token_3_dim_78,Dimension 78,0.06578480452299118
token_3_dim_79,Dimension 79,0.11049120128154755
token_3_dim_80,Dimension 80,0.22667473554611206
token_3_dim_81,Dimension 81,-0.2358894944190979
token_3_dim_82,Dimension 82,-0.04808075726032257
token_3_dim_83,Dimension 83,0.10923857986927032
token_3_dim_84,Dimension 84,-0.07527416944503784
token_3_dim_85,Dimension 85,0.11019815504550934
token_3_dim_86,Dimension 86,0.03870336338877678
token_3_dim_87,Dimension 87,0.045518264174461365
token_3_dim_88,Dimension 88,-0.047379061579704285
token_3_dim_89,Dimension 89,0.0908363088965416
token_3_dim_90,Dimension 90,0.014792483299970627
token_3_dim_91,Dimension 91,-0.14857549965381622
token_3_dim_92,Dimension 92,-0.02298365719616413
token_3_dim_93,Dimension 93,0.10169924795627594
token_3_dim_94,Dimension 94,0.09932537376880646
token_3_dim_95,Dimension 95,-0.03756469488143921
token_3_dim_96,Dimension 96,-0.13989870250225067
token_3_dim_97,Dimension 97,0.154126837849617
token_3_dim_98,Dimension 98,-0.1815781593322754
token_3_dim_99,Dimension 99,0.050952427089214325
token_3_dim_100,Dimension 100,0.1026565283536911
token_3_dim_101,Dimension 101,-0.07034142315387726
token_3_dim_102,Dimension 102,0.09692732244729996
token_3_dim_103,Dimension 103,0.06430786103010178
token_3_dim_104,Dimension 104,-0.06332861632108688
token_3_dim_105,Dimension 105,0.03148435056209564
token_3_dim_106,Dimension 106,0.12459490448236465
token_3_dim_107,Dimension 107,-0.17692086100578308
token_3_dim_108,Dimension 108,0.05160412937402725
token_3_dim_109,Dimension 109,-0.06780432164669037
token_3_dim_110,Dimension 110,-0.013707003556191921
token_3_dim_111,Dimension 111,-0.0068877870216965675
token_3_dim_112,Dimension 112,-0.052193883806467056
token_3_dim_113,Dimension 113,0.1638476550579071
token_3_dim_114,Dimension 114,-0.07470453530550003
token_3_dim_115,Dimension 115,-0.028245586901903152
token_3_dim_116,Dimension 116,0.0024508247151970863
token_3_dim_117,Dimension 117,0.23259101808071136
token_3_dim_118,Dimension 118,0.3187308609485626
token_3_dim_119,Dimension 119,-0.07263750582933426
token_3_dim_120,Dimension 120,-0.20775307714939117
token_3_dim_121,Dimension 121,-0.08663030713796616
token_3_dim_122,Dimension 122,0.026341650635004044
token_3_dim_123,Dimension 123,0.19031009078025818
token_3_dim_124,Dimension 124,-0.015078598633408546
token_3_dim_125,Dimension 125,-0.21209761500358582
token_3_dim_126,Dimension 126,-0.010515422560274601
token_3_dim_127,Dimension 127,0.09242334216833115
token_3_dim_128,Dimension 128,0.03443538770079613
token_3_dim_129,Dimension 129,-0.095054991543293
token_3_dim_130,Dimension 130,-0.024723347276449203
token_3_dim_131,Dimension 131,0.12490386515855789
token_3_dim_132,Dimension 132,0.0055693769827485085
token_3_dim_133,Dimension 133,0.17078422009944916
token_3_dim_134,Dimension 134,-0.030347365885972977
token_3_dim_135,Dimension 135,-0.14252445101737976
token_3_dim_136,Dimension 136,0.04319479316473007
token_3_dim_137,Dimension 137,0.02829199843108654
token_3_dim_138,Dimension 138,-0.010435445234179497
token_3_dim_139,Dimension 139,0.060017962008714676
token_3_dim_140,Dimension 140,0.11496244370937347
token_3_dim_141,Dimension 141,0.03844371438026428
token_3_dim_142,Dimension 142,0.042738091200590134
token_3_dim_143,Dimension 143,0.12296326458454132
token_3_dim_144,Dimension 144,-0.038184959441423416
token_3_dim_145,Dimension 145,0.1324736773967743
token_3_dim_146,Dimension 146,0.0034331651404500008
token_3_dim_147,Dimension 147,0.08564294129610062
token_3_dim_148,Dimension 148,-0.04247444123029709
token_3_dim_149,Dimension 149,0.046083807945251465
token_3_dim_150,Dimension 150,-0.10260887444019318
token_3_dim_151,Dimension 151,-0.06494583934545517
token_3_dim_152,Dimension 152,-0.15551237761974335
token_3_dim_153,Dimension 153,0.0744117796421051
token_3_dim_154,Dimension 154,0.08091676235198975
token_3_dim_155,Dimension 155,0.08863834291696548
token_3_dim_156,Dimension 156,0.09412595629692078
token_3_dim_157,Dimension 157,-0.1761869341135025
token_3_dim_158,Dimension 158,0.16771678626537323
token_3_dim_159,Dimension 159,-0.05463334545493126
token_3_dim_160,Dimension 160,-0.1447768211364746
token_3_dim_161,Dimension 161,0.06135472655296326
token_3_dim_162,Dimension 162,0.18774601817131042
token_3_dim_163,Dimension 163,-0.080866739153862
token_3_dim_164,Dimension 164,0.1505134403705597
token_3_dim_165,Dimension 165,-0.061940696090459824
token_3_dim_166,Dimension 166,0.10616594552993774
token_3_dim_167,Dimension 167,-0.06358619034290314
token_3_dim_168,Dimension 168,-0.4236082434654236
token_3_dim_169,Dimension 169,0.001410074532032013
token_3_dim_170,Dimension 170,-0.2732372283935547
token_3_dim_171,Dimension 171,-0.14710988104343414
token_3_dim_172,Dimension 172,-0.01786523498594761
token_3_dim_173,Dimension 173,0.30247318744659424
token_3_dim_174,Dimension 174,-0.07239682972431183
token_3_dim_175,Dimension 175,0.08054210245609283
token_3_dim_176,Dimension 176,0.04637865349650383
token_3_dim_177,Dimension 177,0.04486311227083206
token_3_dim_178,Dimension 178,-0.015480627305805683
token_3_dim_179,Dimension 179,0.043481048196554184
token_3_dim_180,Dimension 180,0.1664149910211563
token_3_dim_181,Dimension 181,-0.1398126184940338
token_3_dim_182,Dimension 182,0.0028875265270471573
token_3_dim_183,Dimension 183,0.048958875238895416
token_3_dim_184,Dimension 184,0.11988995969295502
token_3_dim_185,Dimension 185,0.02973841316998005
token_3_dim_186,Dimension 186,0.09007277339696884
token_3_dim_187,Dimension 187,-0.12037777155637741
token_3_dim_188,Dimension 188,-0.05751504376530647
token_3_dim_189,Dimension 189,-0.054733432829380035
token_3_dim_190,Dimension 190,0.09301049262285233
token_3_dim_191,Dimension 191,0.004004514776170254
token_3_dim_192,Dimension 192,-0.1739272028207779
token_3_dim_193,Dimension 193,0.06491384655237198
token_3_dim_194,Dimension 194,-0.12948231399059296
token_3_dim_195,Dimension 195,0.11772728711366653
token_3_dim_196,Dimension 196,0.09357518702745438
token_3_dim_197,Dimension 197,0.2628435492515564
token_3_dim_198,Dimension 198,-0.10712289810180664
token_3_dim_199,Dimension 199,-0.09099862724542618
token_3_dim_200,Dimension 200,0.08378096669912338
token_3_dim_201,Dimension 201,0.17724882066249847
token_3_dim_202,Dimension 202,0.2337685078382492
token_3_dim_203,Dimension 203,-0.26283812522888184
token_3_dim_204,Dimension 204,-0.18858090043067932
token_3_dim_205,Dimension 205,0.036004938185214996
token_3_dim_206,Dimension 206,0.03573599457740784
token_3_dim_207,Dimension 207,-0.1653866320848465
token_3_dim_208,Dimension 208,0.25468385219573975
token_3_dim_209,Dimension 209,0.18895801901817322
token_3_dim_210,Dimension 210,0.03161586448550224
token_3_dim_211,Dimension 211,0.14917060732841492
token_3_dim_212,Dimension 212,-0.08539722114801407
token_3_dim_213,Dimension 213,0.025108816102147102
token_3_dim_214,Dimension 214,-0.07023215293884277
token_3_dim_215,Dimension 215,-0.13248790800571442
token_3_dim_216,Dimension 216,-0.2166968435049057
token_3_dim_217,Dimension 217,0.012531870976090431
token_3_dim_218,Dimension 218,-0.1582898050546646
token_3_dim_219,Dimension 219,0.02903132513165474
token_3_dim_220,Dimension 220,-0.005649132654070854
token_3_dim_221,Dimension 221,-0.11144943535327911
token_3_dim_222,Dimension 222,-0.052548278123140335
token_3_dim_223,Dimension 223,0.13269740343093872
token_3_dim_224,Dimension 224,-0.313310444355011
token_3_dim_225,Dimension 225,0.05301757901906967
token_3_dim_226,Dimension 226,-0.18089905381202698
token_3_dim_227,Dimension 227,0.10861264169216156
token_3_dim_228,Dimension 228,-0.010565808042883873
token_3_dim_229,Dimension 229,-0.05772304907441139
token_3_dim_230,Dimension 230,-0.0358959436416626
token_3_dim_231,Dimension 231,-0.006631433963775635
token_3_dim_232,Dimension 232,0.031760718673467636
token_3_dim_233,Dimension 233,-0.04332738369703293
token_3_dim_234,Dimension 234,-0.15108148753643036
token_3_dim_235,Dimension 235,-0.10955995321273804
token_3_dim_236,Dimension 236,0.03016084060072899
token_3_dim_237,Dimension 237,-0.1690933108329773
token_3_dim_238,Dimension 238,0.10333146154880524
token_3_dim_239,Dimension 239,-0.36630451679229736
token_3_dim_240,Dimension 240,-0.012233738787472248
token_3_dim_241,Dimension 241,0.03978656604886055
token_3_dim_242,Dimension 242,0.055065613240003586
token_3_dim_243,Dimension 243,-0.13323162496089935
token_3_dim_244,Dimension 244,0.10808655619621277
token_3_dim_245,Dimension 245,0.08830274641513824
token_3_dim_246,Dimension 246,0.1484653651714325
token_3_dim_247,Dimension 247,-0.039772290736436844
token_3_dim_248,Dimension 248,0.09534045308828354
token_3_dim_249,Dimension 249,-0.03945551812648773
token_3_dim_250,Dimension 250,-0.018960561603307724
token_3_dim_251,Dimension 251,-0.14866222441196442
token_3_dim_252,Dimension 252,0.09117548167705536
token_3_dim_253,Dimension 253,-0.01860293745994568
token_3_dim_254,Dimension 254,0.022658713161945343
token_3_dim_255,Dimension 255,0.0033522313460707664
token_3_dim_256,Dimension 256,0.05728194862604141
token_3_dim_257,Dimension 257,0.10141977667808533
token_3_dim_258,Dimension 258,0.21076072752475739
token_3_dim_259,Dimension 259,0.05915903300046921
token_3_dim_260,Dimension 260,-0.09437242895364761
token_3_dim_261,Dimension 261,-0.06169638782739639
token_3_dim_262,Dimension 262,-0.15782274305820465
token_3_dim_263,Dimension 263,-0.022096045315265656
token_3_dim_264,Dimension 264,0.07667315006256104
token_3_dim_265,Dimension 265,-0.11051614582538605
token_3_dim_266,Dimension 266,-0.057517774403095245
token_3_dim_267,Dimension 267,-0.2002609670162201
token_3_dim_268,Dimension 268,-0.014342635869979858
token_3_dim_269,Dimension 269,0.07762861251831055
token_3_dim_270,Dimension 270,-0.009661640971899033
token_3_dim_271,Dimension 271,0.13220177590847015
token_3_dim_272,Dimension 272,-0.04730791598558426
token_3_dim_273,Dimension 273,0.0600421167910099
token_3_dim_274,Dimension 274,-0.03680693358182907
token_3_dim_275,Dimension 275,-0.06016378477215767
token_3_dim_276,Dimension 276,0.23667854070663452
token_3_dim_277,Dimension 277,-0.002557123079895973
token_3_dim_278,Dimension 278,-0.11505406349897385
token_3_dim_279,Dimension 279,0.1006958857178688
token_3_dim_280,Dimension 280,-0.03260942921042442
token_3_dim_281,Dimension 281,-0.12175312638282776
token_3_dim_282,Dimension 282,-0.0003853021189570427
token_3_dim_283,Dimension 283,0.19028574228286743
token_3_dim_284,Dimension 284,-0.01162030640989542
token_3_dim_285,Dimension 285,0.07365839928388596
token_3_dim_286,Dimension 286,0.19786588847637177
token_3_dim_287,Dimension 287,0.07824081182479858
token_3_dim_288,Dimension 288,0.08768510818481445
token_3_dim_289,Dimension 289,-0.20601274073123932
token_3_dim_290,Dimension 290,-0.1513686329126358
token_3_dim_291,Dimension 291,-0.04471532627940178
token_3_dim_292,Dimension 292,0.07692605257034302
token_3_dim_293,Dimension 293,0.06168477237224579
token_3_dim_294,Dimension 294,0.10234799236059189
token_3_dim_295,Dimension 295,0.0648435428738594
token_3_dim_296,Dimension 296,0.06082405149936676
token_3_dim_297,Dimension 297,-0.17725569009780884
token_3_dim_298,Dimension 298,0.039684657007455826
token_3_dim_299,Dimension 299,0.07910510897636414
token_3_dim_300,Dimension 300,-0.20081354677677155
token_3_dim_301,Dimension 301,-0.15165592730045319
token_3_dim_302,Dimension 302,0.10339026153087616
token_3_dim_303,Dimension 303,0.06693930178880692
token_3_dim_304,Dimension 304,-0.020012911409139633
token_3_dim_305,Dimension 305,0.10522975027561188
token_3_dim_306,Dimension 306,0.11860241740942001
token_3_dim_307,Dimension 307,0.036891575902700424
token_3_dim_308,Dimension 308,0.09267144650220871
token_3_dim_309,Dimension 309,0.2646907866001129
token_3_dim_310,Dimension 310,-0.08513331413269043
token_3_dim_311,Dimension 311,0.08817330747842789
token_3_dim_312,Dimension 312,0.028485560789704323
token_3_dim_313,Dimension 313,0.47904524207115173
token_3_dim_314,Dimension 314,-0.0006266497075557709
token_3_dim_315,Dimension 315,0.19165381789207458
token_3_dim_316,Dimension 316,0.050193432718515396
token_3_dim_317,Dimension 317,-0.2614886164665222
token_3_dim_318,Dimension 318,-0.12909597158432007
token_3_dim_319,Dimension 319,0.02811078168451786
token_3_dim_320,Dimension 320,-0.21201881766319275
token_3_dim_321,Dimension 321,-0.16141223907470703
token_3_dim_322,Dimension 322,-0.09604793787002563
token_3_dim_323,Dimension 323,0.02029763162136078
token_3_dim_324,Dimension 324,0.0030672531574964523
token_3_dim_325,Dimension 325,0.02886888012290001
token_3_dim_326,Dimension 326,0.34002938866615295
token_3_dim_327,Dimension 327,0.07383985817432404
token_3_dim_328,Dimension 328,-0.007110390812158585
token_3_dim_329,Dimension 329,0.06101473793387413
token_3_dim_330,Dimension 330,0.05173607915639877
token_3_dim_331,Dimension 331,0.03318376839160919
token_3_dim_332,Dimension 332,-0.011706534773111343
token_3_dim_333,Dimension 333,-0.16789022088050842
token_3_dim_334,Dimension 334,0.07106973230838776
token_3_dim_335,Dimension 335,0.24670791625976562
token_3_dim_336,Dimension 336,-0.011885104700922966
token_3_dim_337,Dimension 337,-0.1898210048675537
token_3_dim_338,Dimension 338,-0.08824387937784195
token_3_dim_339,Dimension 339,0.047996886074543
token_3_dim_340,Dimension 340,0.002359403995797038
token_3_dim_341,Dimension 341,-0.019118282943964005
token_3_dim_342,Dimension 342,-0.1128864511847496
token_3_dim_343,Dimension 343,0.04301861301064491
token_3_dim_344,Dimension 344,0.08848769962787628
token_3_dim_345,Dimension 345,-0.00037733837962150574
token_3_dim_346,Dimension 346,-0.048948079347610474
token_3_dim_347,Dimension 347,-0.038231540471315384
token_3_dim_348,Dimension 348,-0.07562974095344543
token_3_dim_349,Dimension 349,-0.03241349384188652
token_3_dim_350,Dimension 350,0.02111276239156723
token_3_dim_351,Dimension 351,-0.1916690170764923
token_3_dim_352,Dimension 352,0.017003081738948822
token_3_dim_353,Dimension 353,0.11059866100549698
token_3_dim_354,Dimension 354,0.10521893203258514
token_3_dim_355,Dimension 355,-0.01613999344408512
token_3_dim_356,Dimension 356,0.021133042871952057
token_3_dim_357,Dimension 357,-0.014517901465296745
token_3_dim_358,Dimension 358,-0.009130608290433884
token_3_dim_359,Dimension 359,-0.09728022664785385
token_3_dim_360,Dimension 360,0.06796805560588837
token_3_dim_361,Dimension 361,-0.14711202681064606
token_3_dim_362,Dimension 362,-0.00014561042189598083
token_3_dim_363,Dimension 363,0.05360119789838791
token_3_dim_364,Dimension 364,0.19493243098258972
token_3_dim_365,Dimension 365,0.12942516803741455
token_3_dim_366,Dimension 366,0.08629557490348816
token_3_dim_367,Dimension 367,0.13010680675506592
token_3_dim_368,Dimension 368,-0.015631675720214844
token_3_dim_369,Dimension 369,-0.01543593779206276
token_3_dim_370,Dimension 370,-0.06207948178052902
token_3_dim_371,Dimension 371,0.2075209617614746
token_3_dim_372,Dimension 372,0.11036299914121628
token_3_dim_373,Dimension 373,-0.07242688536643982
token_3_dim_374,Dimension 374,0.03435293957591057
token_3_dim_375,Dimension 375,0.28237184882164
token_3_dim_376,Dimension 376,0.11124473810195923
token_3_dim_377,Dimension 377,-0.01531089749187231
token_3_dim_378,Dimension 378,-0.47302284836769104
token_3_dim_379,Dimension 379,0.10504844039678574
token_3_dim_380,Dimension 380,0.002055741846561432
token_3_dim_381,Dimension 381,-0.12261684238910675
token_3_dim_382,Dimension 382,-0.05362049490213394
token_3_dim_383,Dimension 383,-0.12370580434799194
token_3_dim_384,Dimension 384,-0.2883448302745819
token_3_dim_385,Dimension 385,0.10837999731302261
token_3_dim_386,Dimension 386,0.019919876009225845
token_3_dim_387,Dimension 387,0.02860688418149948
token_3_dim_388,Dimension 388,-0.0376710519194603
token_3_dim_389,Dimension 389,0.07618172466754913
token_3_dim_390,Dimension 390,0.061550140380859375
token_3_dim_391,Dimension 391,-0.3685153126716614
token_3_dim_392,Dimension 392,0.04844376817345619
token_3_dim_393,Dimension 393,0.11269260197877884
token_3_dim_394,Dimension 394,-0.004158126190304756
token_3_dim_395,Dimension 395,0.2358727753162384
token_3_dim_396,Dimension 396,-0.16492341458797455
token_3_dim_397,Dimension 397,0.05472629889845848
token_3_dim_398,Dimension 398,0.12398878484964371
token_3_dim_399,Dimension 399,0.1039828285574913
token_3_dim_400,Dimension 400,-0.0042757075279951096
token_3_dim_401,Dimension 401,0.13570408523082733
token_3_dim_402,Dimension 402,0.12561693787574768
token_3_dim_403,Dimension 403,-0.12790970504283905
token_3_dim_404,Dimension 404,-0.09234393388032913
token_3_dim_405,Dimension 405,0.1336153745651245
token_3_dim_406,Dimension 406,-0.011078362353146076
token_3_dim_407,Dimension 407,0.11349987983703613
token_3_dim_408,Dimension 408,0.034756772220134735
token_3_dim_409,Dimension 409,0.04040531441569328
token_3_dim_410,Dimension 410,-0.05158541724085808
token_3_dim_411,Dimension 411,0.1388091892004013
token_3_dim_412,Dimension 412,-0.06659844517707825
token_3_dim_413,Dimension 413,-0.05130366235971451
token_3_dim_414,Dimension 414,-0.20752397179603577
token_3_dim_415,Dimension 415,0.20102040469646454
token_3_dim_416,Dimension 416,0.024364665150642395
token_3_dim_417,Dimension 417,0.015462507493793964
token_3_dim_418,Dimension 418,0.04699474200606346
token_3_dim_419,Dimension 419,-0.2120707631111145
token_3_dim_420,Dimension 420,0.05995138734579086
token_3_dim_421,Dimension 421,-0.05281298607587814
token_3_dim_422,Dimension 422,0.012121936306357384
token_3_dim_423,Dimension 423,0.041214216500520706
token_3_dim_424,Dimension 424,0.09315422177314758
token_3_dim_425,Dimension 425,0.14792883396148682
token_3_dim_426,Dimension 426,-0.24260291457176208
token_3_dim_427,Dimension 427,0.03269102796912193
token_3_dim_428,Dimension 428,0.04932904615998268
token_3_dim_429,Dimension 429,0.029583172872662544
token_3_dim_430,Dimension 430,-0.07445888966321945
token_3_dim_431,Dimension 431,-0.3022158741950989
token_3_dim_432,Dimension 432,-0.03560805693268776
token_3_dim_433,Dimension 433,-0.026966016739606857
token_3_dim_434,Dimension 434,0.24192461371421814
token_3_dim_435,Dimension 435,-0.09463625401258469
token_3_dim_436,Dimension 436,-0.00407496839761734
token_3_dim_437,Dimension 437,0.14180991053581238
token_3_dim_438,Dimension 438,0.07768578082323074
token_3_dim_439,Dimension 439,-0.1460741013288498
token_3_dim_440,Dimension 440,0.13244502246379852
token_3_dim_441,Dimension 441,0.03789754584431648
token_3_dim_442,Dimension 442,-0.18005844950675964
token_3_dim_443,Dimension 443,0.2084852010011673
token_3_dim_444,Dimension 444,-0.09785955399274826
token_3_dim_445,Dimension 445,0.0005900934338569641
token_3_dim_446,Dimension 446,-0.12445010244846344
token_3_dim_447,Dimension 447,0.006442605517804623
token_3_dim_448,Dimension 448,-0.04206835851073265
